username,grade,review,w_name,bottler,age,w_type,vint,subtype,abv,region,price,avaib,url
Andy,bminus,n:  Butterscotch and vegetable oil on a wooden spoon p:  Sesame oil.  Lightly bitter and hot.  This is the bottle made famous by being stolen then recovered at a public event.  ,Linlithgow 1982 Signatory CS (for LMDW),Signatory,25 yrs,Scotch,1982,Single Malt,59.2,Lowland,200,Collectors Only,http://www.lawhiskeysociety.com/whiskey-profile/3357/Linlithgow-1982-Signatory-CS-(for-LMDW)
Fuji,No Grade, ,Linlithgow 1982 Signatory CS (for LMDW),Signatory,25 yrs,Scotch,1982,Single Malt,59.2,Lowland,200,Collectors Only,http://www.lawhiskeysociety.com/whiskey-profile/3357/Linlithgow-1982-Signatory-CS-(for-LMDW)
Andy,bplus,n:  Good.  Vanilla and pine.  Not too weak.  Not too hot. p:   Not bad at all.  Perfect ABV.  Buttery cedar.  Could be a tad sweeter (for me) and have a slightly longer finish but it's been a while since I've had a bourbon this flavorful without blasting the ABV. B+/A- ,Litchfield 8 Double Barrelled Bourbon,OB,8 yrs,American,N/A,Bourbon,44,Connecticut,60,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3708/Litchfield-8-Double-Barrelled-Bourbon
Andy,cminus,n:  Mildly funky p:  Bitter greens and varnish.  Aged cut grass.   Very different.  I imagine this will strike a fancy for someone.  Just not me.  C/C- ,Littlemill 1988 Exclusive Malts (for K&L),Creative Whisky Company,N/A,Scotch,1988,Single Malt,54.9,Lowland,140,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3286/Littlemill-1988-Exclusive-Malts-(for-K-and-L)
Andy,bminus,n:  Farty and medicinal p:  Sharp and earthy.  Reminds me of Connemara.  Dried tree leaves.  Moldy fruit.  Yeah it's a bit of a funky whisky but still not bad. C+/B- ,Loch Lomond Peated,OB,N/A,Scotch,N/A,Single Malt,46,Highland,50,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3412/Loch-Lomond-Peated
Fuji,cminus,Burning peat and and decaying swamp wood.  ,Loch Lomond Peated,OB,N/A,Scotch,N/A,Single Malt,46,Highland,50,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3412/Loch-Lomond-Peated
Andy,cplus,n:  Spring breeze.  Vegetal.  Light. p:  Peaches and plums.  Very thin and simple. C+/B- ,Lombard 8 Speyside,Lombard,8 yrs,Scotch,N/A,Single Malt,43,Speyside,50,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3725/Lombard-8-Speyside
Andy,b,n:  Honey and lemon p:   Intensely vegetal/floral.  Does what it does well but doesn't get too much more complex than that.  May improve once opened for a while. ,Longmorn 1985  DL Platinum Old & Rare for K&L,Hunter Laing,29 yrs,Scotch,1985,Single Malt,51.9,Speyside,350,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3786/Longmorn-1985--DL-Platinum-Old-and-Rare-for-K-and-L
Ries,b,Golden honeycomb and vanilla oak heart. Prickly ginger heather - singular style. Nice long and dense finish. Semi-sweet and full body.,Longmorn 1985  DL Platinum Old & Rare for K&L,Hunter Laing,29 yrs,Scotch,1985,Single Malt,51.9,Speyside,350,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3786/Longmorn-1985--DL-Platinum-Old-and-Rare-for-K-and-L
Fuji,bminus,Flambé pear Dutch apple pie powdered sugar card board and shrink wrap. Fruit bomb with bell pepper and licorice. B/B-,Longmorn 1985  DL Platinum Old & Rare for K&L,Hunter Laing,29 yrs,Scotch,1985,Single Malt,51.9,Speyside,350,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3786/Longmorn-1985--DL-Platinum-Old-and-Rare-for-K-and-L
Andy,c,n:  Olive oil and caramel p:  unsweet toffey.  Bit harsh and unLongmorny.  Hay. ,Longmorn 1992 Faultline (for K&L),Faultline,21 yrs,Scotch,1992,Single Malt,52.2,Speyside,115,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3291/Longmorn-1992-Faultline-(for-K-and-L)
Sku,bminus,The nose is malty with light fruit. Palate is sweet malt with some fruit notes which fades into a slightly bitter finish. Light sherry notes emerge mostly in the late palate and finish. This is fine but not too much going on. ,Longmorn 1992 Faultline (for K&L),Faultline,21 yrs,Scotch,1992,Single Malt,52.2,Speyside,115,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3291/Longmorn-1992-Faultline-(for-K-and-L)
Andy,b,n:  Varnish and toffee.  Lemon p:  bit hot.  Salt and caramel taffey.  Hint of cherry and old wood that leads to a nice finish.  B-/B,Longmorn 1996 DT Dimensions,Duncan Taylor,16 yrs,Scotch,1996,Single Malt,54.4,Speyside,110,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3178/Longmorn-1996-DT-Dimensions
Fuji,cplus,N: Burning alcohol fumes dry oak hay honey comb green apple and kiwi P: same as above with fudge on he finish ,Longmorn 1996 DT Dimensions,Duncan Taylor,16 yrs,Scotch,1996,Single Malt,54.4,Speyside,110,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3178/Longmorn-1996-DT-Dimensions
Andy,b,n:  Tweed and molassas p:  salt mint and burlap.,Longrow 18 (white label),OB,18 yrs,Scotch,N/A,Single Malt,46,Campbeltown,180,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3829/Longrow-18-(white-label)
Andy,b,n:  Lead pipe p:  Flat cola bubblegum salty soil. B/B+ ,Longrow 2001 Rundlets & Kilderkins,Rundlets & Kilderkins,11 yrs,Scotch,2001,Single Malt,51.7,Campbelltown,115,Collectors Only,http://www.lawhiskeysociety.com/whiskey-profile/3578/Longrow-2001-Rundlets-and-Kilderkins
Andy,cplus,n: Overripe dark fruits.  Wood finish. p: Little bit oily in taste and texture.  Prune and lacquer.  Slate pail water is a bit too much especially toward the finish.,Macallan 1990 Speymalt,Gordon & MacPhail,12 yrs,Scotch,1990,Single Malt,43,Highland,65,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3736/Macallan-1990-Speymalt
Sku,bplus,The nose is sweet and fruity.  The palate starts sweet but gets drier.  It then develops a peppery note that adds complexity and moves it into the finish.  This is from a refill bourbon cask and while I haven't been a huge fan of bourbon cask Macallans in the past this one is really good.  I'd always associated the Macallan profile with sherry but something about this feels very Macallan even without the sherry influence. ,Macallan 1993 Old Particular,Douglas Laing,21 yrs,Scotch,1993,Single Malt,51.5,Speyside,250,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3406/Macallan-1993-Old-Particular
Andy,bplus,n:  Cigar humidor aging orange peels. p:  Nice mouthfeel.  Antique wood + small hint of christmas spices and honey.  Peppery-ness extends for a long finish.  Wish the Fine Oak series had been more like this. B+/A- ,Macallan 1993 Old Particular,Douglas Laing,21 yrs,Scotch,1993,Single Malt,51.5,Speyside,250,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3406/Macallan-1993-Old-Particular
Dan,b,Amber. Nose has subtle spice suprisingly slight nose. There is some light apple the right amount of malt good and balanced between sweet and spice. The tongue is interesting. Kinda like a Macallan light. Tend to agree with Sku that one can tell this is a Macallan but in a weird background kind of way. Interesting good stuff. B/B+ [2/28/15],Macallan 1993 Old Particular,Douglas Laing,21 yrs,Scotch,1993,Single Malt,51.5,Speyside,250,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3406/Macallan-1993-Old-Particular
Ries,b,n: floral and tempered oak (very bourbon-y). New leather bound book and dried orange peel.  t: oak and vaniila frosting sweetness with a tangerine peel. Middle is more rounded spice. Very gentle and cohesive. Baked green apple finish with a touch of burnt toffee.  [I'd never guess this was Macallan],Macallan 1993 Old Particular,Douglas Laing,21 yrs,Scotch,1993,Single Malt,51.5,Speyside,250,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3406/Macallan-1993-Old-Particular
Ries,bminus,n: light and delicate with honeycomb rich oak tropical fruits. Vanilla candle wax ginger candy and rich floral note. This has a nice rich nose. t: fruity (golden raisins dried apples passion fruit)and heathered honey. The oak shines in the middle with dense clover honey on graham crackers. Orange jelly candy sweetness and oak spice at the dry finish. This is cohesive and delicate at the same time but very standard flavor profile.  [B-/C+] ,Macallan Fine Oak 21,Macallan ,21 yrs,Scotch,N/A,Single Malt,43,Speyside,480,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3461/Macallan-Fine-Oak-21
Andy,bminus,n:  Breakfasty.  Toast and honey plus pancakes and syrup.  McDonald's will supply this nose for 4.50 (before 11am.) p: Trail mix but heavy on the nuts and raisins.  Aged firewood.  Thin although there is a sharp heat mid-palate.  Easy enough to drink but I think I would have called this as a 12yr old if blinded.  Balvenie-like. ,Macallan Fine Oak 21,Macallan ,21 yrs,Scotch,N/A,Single Malt,43,Speyside,480,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3461/Macallan-Fine-Oak-21
Fuji,bminus,Golden raisin warm biscuit batter grass honey orange and tangerine peel.,Macallan Fine Oak 21,Macallan ,21 yrs,Scotch,N/A,Single Malt,43,Speyside,480,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3461/Macallan-Fine-Oak-21
Andy,b,n: fake peach like in a candy.   p:  Wow.  Blast of ripe Georgia peaches.  Water tames it but doesn't add much new.  B/B+ ,Miltonduff 1982 Faultline (for k&l),Faultline,30 yrs,Scotch,1982,Single Malt,52.3,Speyside,160,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3288/Miltonduff-1982-Faultline-(for-k-and-l)
Sku,b,This has a nice malty nose crisp and clean with some grape juice. The palate follows suit with sweet malt notes and a light fruitiness.  It's a straight forward malt; the kind you can drink anytime. ,Miltonduff 1995 Hepburn's Choice,Hunter Laing,19 yrs,Scotch,1995,Single Malt,50.4,Speyside,100,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3409/Miltonduff-1995-Hepburns-Choice
Andy,cplus,n:  Cheerios or corn flakes p: Malty and sweet.  Desert wine on cereal (hmmm).  Good for what it strives toward but it's just my thing. C+/B- ,Miltonduff 1995 Hepburn's Choice,Hunter Laing,19 yrs,Scotch,1995,Single Malt,50.4,Speyside,100,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3409/Miltonduff-1995-Hepburns-Choice
Dan,b,Pale yellow. Some berry and other fruits on the nose. Also some vanilla. Pretty nice. Easy drinker somewhat light. Solid malt flavors and even maybe just. Charming. B/B+ [3/3/15],Miltonduff 1995 Hepburn's Choice,Hunter Laing,19 yrs,Scotch,1995,Single Malt,50.4,Speyside,100,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3409/Miltonduff-1995-Hepburns-Choice
Ries,bminus,n: quite oaky burnt caramel spearmint malt. Oats with dark buckwheat honey. t: initial tastes follows the nose especially the buckwheat honey floral sweetness. Middle gets dry and a sour note appears. Finish is dried strawberry and multi-grain crackers.,Miltonduff 1995 Hepburn's Choice,Hunter Laing,19 yrs,Scotch,1995,Single Malt,50.4,Speyside,100,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3409/Miltonduff-1995-Hepburns-Choice
Andy,b,n:  orange peels and sugar plums p:   Bit of scented soap.   Irish Spring?  Thin with hints of cinnamon.  All in all decent.  The soap isn't cloying it's just lightly reminiscent of clean laundry.  Would be helped at a higher ABV but a fairly easy sipper. ,Monumental Blended Scotch Whisky,Alexander Murray,30 yrs,Scotch,N/A,Blend,40,,130,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3802/Monumental-Blended-Scotch-Whisky
Andy,cplus,n: Orange peels and honey on new stained wood. p:  Fresh wood.  Thin and watery.  Hint of mint.  Faint cedary finish. Perhaps one flavor more than dull and boring.B-/C+,Mortlach 14yr Battlehill,Duncan Taylor,14 yrs,Scotch,N/A,Single Malt,46,Speyside,60,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3295/Mortlach-14yr-Battlehill
Fuji,cminus,Warm malty sweetness with olive oil. Citrus stale bread and a hint of smoke. ,Mortlach 14yr Battlehill,Duncan Taylor,14 yrs,Scotch,N/A,Single Malt,46,Speyside,60,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3295/Mortlach-14yr-Battlehill
Andy,bplus,n:  Aged tar on antique wood. p:  White pepper dates and funk.  Lively.  Bit of camphor on the finish.  Water doesn't hurt.,Mortlach 1987 Faultline (for k&l),Faultline,25 yrs,Scotch,1987,Single Malt,60.6,Speyside,140,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3297/Mortlach-1987-Faultline-(for-k-and-l)
Fuji,bminus,N: Sickly sweet syrup and vinegar. Dessert wine toasted bread lime and raspberry.P: Predominately sour on the palate. Salted red plum dark red gummy candy strawberry marmalade. F: Toasty bread with berry jam on the finish,Mortlach 1987 Faultline (for k&l),Faultline,25 yrs,Scotch,1987,Single Malt,60.6,Speyside,140,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3297/Mortlach-1987-Faultline-(for-k-and-l)
Sku,bminus,The nose is perfumy and floral.  The palate opens with a bit of those floral notes but they are quickly replaced by a nice sweet maltiness.  The finish is dry with just a trace of sweet malt and some floral notes on the nose.  This one is nicely composed though the nose was a bit too floral for me.,Mortlach 2007 Hepburn's Choice,Hunter Laing,7 yrs,Scotch,2007,Single Malt,58,Speyside,50,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3399/Mortlach-2007-Hepburns-Choice
Andy,b,n:  Fruit bowl by the pool. p:  Wow intense. Water:  Floral and still generally hot.  Sings its one note well.  Hope you like floral.,Mortlach 2007 Hepburn's Choice,Hunter Laing,7 yrs,Scotch,2007,Single Malt,58,Speyside,50,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3399/Mortlach-2007-Hepburns-Choice
Dan,bminus,Pale yellow-white. Sweet nose subtle cotton candy some fruit a little rough around the edges. Tongue is essentially what I'd expect for a 7yr high strength malt. A little spice and fades quicker than I thought it would. [3/3/15],Mortlach 2007 Hepburn's Choice,Hunter Laing,7 yrs,Scotch,2007,Single Malt,58,Speyside,50,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3399/Mortlach-2007-Hepburns-Choice
Ries,cplus,n: buttery pancakes vanilla wafer cookies musty floral note. Malt and caramels melting in the sun.t: floral with an aspertame sweetness and some white pepper. Still quite rough and harsh especially in middle. Lotsa alcohol in finish. Not much going on nothing memorable. Meh...   [C+.],Mortlach 2007 Hepburn's Choice,Hunter Laing,7 yrs,Scotch,2007,Single Malt,58,Speyside,50,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3399/Mortlach-2007-Hepburns-Choice
Andy,b,n: Overly-chlorinated pool.  Hard toffey candy (the crappy ones old people used to give out on Halloween) p:  Lemon peel and caramel squares.  Finish is creamed black pepper.  Runs a little hot but water doesn't bring out any new flavors. ,Mortlach 27 Adelphi Cask #3211,Adelphi,27 yrs,Scotch,N/A,Single Malt,53.4,Speyside,170,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3376/Mortlach-27-Adelphi-Cask-number3211
Fuji,c,N: Intense dry cherry wood incense raspberry tang and popcorn butter. P: Over oaked and dry as heck. ,Mortlach 27 Adelphi Cask #3211,Adelphi,27 yrs,Scotch,N/A,Single Malt,53.4,Speyside,170,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3376/Mortlach-27-Adelphi-Cask-number3211
Andy,c,n:  Wood finish drying on wood. p:  lemons and fresh wood.  Not very sweet.  Kind of dull.  The finish is gone before it begins.  zzzzzzzzzzzzz ,Mortlach Rare Old,OB,N/A,Scotch,N/A,Single Malt,43.4,Speyside,50,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3799/Mortlach-Rare-Old
Ries,cplus,n: golden cherry and peaches on buttermilk pancakes. Warm malt heavy with oats and dark vanilla.    t: sweeter than expected; full of scorched caramel and vanilla sugar marshmallow. Oatmeal brown sugar and black raisin. Oily and dense mouth feel. Almond butter and light cocoa powder. Middle has buttery malt and the alcohol comes out and overpowers any wood influence. This comes across as very youthful with rough edges and overly sweet in the finish. Just a malty sweet spot nothing deep or thought provoking.   C+,Nikka Coffey Malt Whisky,Nikka,NAS yrs,Japanese,N/A,Single Malt,45,,80,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3570/Nikka-Coffey-Malt-Whisky
Andy,bplus,n:  Frappucchino. p:  Cherry limeade and whipped cream on a yeast roll. ,Nikka Coffey Malt Whisky,Nikka,NAS yrs,Japanese,N/A,Single Malt,45,,80,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3570/Nikka-Coffey-Malt-Whisky
Sku,b,The nose has caramel vanilla and some savory notes which I got as chicken fat.  The palate is a huge dessert bomb with sweet caramel and vanilla.  It's a damn candy bar.  The finish as with all of these grain whiskeys is short light and slightly sweet.  This was pretty tasty if not overly complex. ,North British 1964 Sovereign,Hunter Laing,50 yrs,Scotch,1964,Grain,44.7,Lowland,250,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3407/North-British-1964-Sovereign
Andy,bminus,n:  Freshly opened coconut p:  Semi-sweet coconut vanilla and wood varnish.  It's pleasant enough with round edges. ,North British 1964 Sovereign,Hunter Laing,50 yrs,Scotch,1964,Grain,44.7,Lowland,250,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3407/North-British-1964-Sovereign
Dan,aminus,Light amber. Really drinkable. I usually look for a little more complexity when rating something in the upper edges here but something keeps drawing me back to this one. Nose is oozing vanilla and then pops you with a ton of caramel. Honestly most of the good grains I have had tend to either have a vanilla or caramel explosion. The palate is sweet and relatively light. Not overpowering on the oak. Some punch but is creamy and tasty. [2/23/15],North British 1964 Sovereign,Hunter Laing,50 yrs,Scotch,1964,Grain,44.7,Lowland,250,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3407/North-British-1964-Sovereign
Ries,b,n: coconut cream pie! Balsa wood vanilla merengue and dried pineapple. Very tropical sweet nose; almost like suntan oil poolside. t: this has a nice savoury sweetness; like a mounds candy bar (without the chocolate) but you can taste the oak to tame the white sugar candy. Vanilla cream and almonds with a ton of dry white coconut throughout. Fast finish of iced chai tea latte but this is an enjoyable desert whisky.  [solid B working towards a B+]  ,North British 1964 Sovereign,Hunter Laing,50 yrs,Scotch,1964,Grain,44.7,Lowland,250,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3407/North-British-1964-Sovereign
Fuji,b, ,North British 1964 Sovereign,Hunter Laing,50 yrs,Scotch,1964,Grain,44.7,Lowland,250,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3407/North-British-1964-Sovereign
Andy,b,n:  isopropyl p:  Velvety toffee.  Sweet breat. The texture is the best quality. ,North British 1989 Sovereign for K&L,Sovereign,25 yrs,Scotch,1989,Grain,57.5,Lowland,110,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3779/North-British-1989-Sovereign-for-K-and-L
Ries,c,n: light toasted coconut wood dust cardboard. Spiritous with orange peel and vanilla cake batter. t: follows nose but more floral. Orange zest ginger candy with spice notes. Runs hot with dried coconut in a powdered sugar finish.  *adding drops of water doesn't help.  [C/C-] ,North British 1989 Sovereign for K&L,Sovereign,25 yrs,Scotch,1989,Grain,57.5,Lowland,110,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3779/North-British-1989-Sovereign-for-K-and-L
Andy,bplus,n:  Nice.  Cedar and apple pie. p:  Gentle caramel.  Perfect sweetness. B/B+ ,OId Blowhard,Diageo,26 yrs,American,N/A,Bourbon,45.35,Kentucky,150,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3281/OId-Blowhard
Sku,bminus,This has a great nose of ancient oaky bourbon. The palate comes on with sweet caramel and then transitions into intense oak with a touch of acid.  The finish is dry and ashy like an old Zinfandel with a touch of bitterness. Pretty decent stuff. B/B- ,OId Blowhard,Diageo,26 yrs,American,N/A,Bourbon,45.35,Kentucky,150,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3281/OId-Blowhard
Andy,dplus,n:  Isopropyl at first.  Later opens into a bit of funk. p:  Thin barely flavored isopropyl.  Meh. ,Old Hokonui,OB,N/A,World,N/A,New Zealand,40,North Island,16,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3859/Old-Hokonui
Andy,b,n: sawdust p:  Fresh wood and lemonade.  Hint of wintergreen.  Vaporous especially toward the finish.  I think I could have lit my breath. There are some good flavors but it falls apart a bit before it delivers a solid presentation. B-/B ,Omar Cask Strength,OB,N/A,World,N/A,Other,57.8,Taiwan,200,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/4061/Omar-Cask-Strength
Sku,bplus,This has a nice malty nose. The palate has malt then some acid and some berry notes and it closes with a strong malty finish. This is a very nice bold malt with lots of pure malt flavors. It's well executed and flavorful.  Good stuff!  ,Paul John Classic Select Cask,OB,N/A,World,N/A,Indian,55.2,Goa,78,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3834/Paul-John-Classic-Select-Cask
Andy,bminus,n:  Faint.  Cheerios. p:  Plastic with light toast.  Malty toward the finish.  Unoffensive. C+/B- ,Paul John Classic Select Cask,OB,N/A,World,N/A,Indian,55.2,Goa,78,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3834/Paul-John-Classic-Select-Cask
Andy,b,n:  Charcoal and cinnamon p:  More charcoal with a hint of wintergreen that gets stronger toward the finish.  Almost waterered down to much but it doesn't cross the line.  An easy peat sipper to enjoy without a care in the world.,Peat's Beast,Peat's Beast,N/A,Scotch,N/A,Single Malt,46,,50,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3831/Peats-Beast
Andy,cplus,n:  light.  Perhaps multigrain bread p:  vegetal and a little sweet.  Chewing raw sugercane.  Overly thin and watery.  Hint of vanilla toward the finish.  A bit forgettable. C+/B- ,Port Dundas 18yr,OB,18 yrs,Scotch,N/A,Grain,43,Lowland,95,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/4082/Port-Dundas-18yr
Sku,bminus,The nose on this is very subtle with light grain notes.  The palate is sweet and spicy with vanilla first and then a smoky bacon note.  The finish is soft with grainy notes and a touch of alcohol.  This one is decent and a bit odd with the smokiness in the mid-palate.,Port Dundas 1978 Sovereign,Hunter Laing,36 yrs,Scotch,1978,Grain,60.1,Lowland,150,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3405/Port-Dundas-1978-Sovereign
Andy,aminus,n:  Vanilla and fruitcake. p:  Wow.  Flavor explosions  Dark fruits and molassas.  Raw ginger.  Coconut of course.  I really dig it. B+/A-   ,Port Dundas 1978 Sovereign,Hunter Laing,36 yrs,Scotch,1978,Grain,60.1,Lowland,150,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3405/Port-Dundas-1978-Sovereign
Fuji,bminus,Tasted Blind N: Light sherry fruit warm syrup white wine wet rusty metal wet hay and intense dry oak. P: Fruit bowl hints of peat wine motor oil heather. Mid palate gets bitter and dark. Roasted walnuts carry through to tarry finish. Weird and funky. Not cohesive and all over the place. B-/C+,Port Dundas 1978 Sovereign,Hunter Laing,36 yrs,Scotch,1978,Grain,60.1,Lowland,150,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3405/Port-Dundas-1978-Sovereign
Dan,bplus,Orange amber. It is a grain so not shocking to see some vanilla (heavy dose). A little charcoal and smokiness really come out if you wait a long time. Im glad I did because I was trending negative on this dram at first but with some air and time it really shows through nicely. The palate has a ton going on: toffee on back-end some chocolate (dark not creamy) and some more charcoal notes. Finish is bold and lasting. B+/A- [2/23/15],Port Dundas 1978 Sovereign,Hunter Laing,36 yrs,Scotch,1978,Grain,60.1,Lowland,150,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3405/Port-Dundas-1978-Sovereign
Ries,bplus,n: warm orange potpourri oil dried coconut and wood paneling. Christmas fruitcake in the spring. Dark vanilla tin (metallic) and oak make for a nice nose. t: surprisingly complex and deep. Dark chocolate on dried orange slices. Semi-sweet with candied walnuts and a dusting of all-spice. Smoked figs and burnt butter for the finish.  [Nice grain! solid B+],Port Dundas 1978 Sovereign,Hunter Laing,36 yrs,Scotch,1978,Grain,60.1,Lowland,150,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3405/Port-Dundas-1978-Sovereign
Andy,bplus,n: Cotton candy and fresh lumber.  A p:  Rock candy sweet at first then leaning toward lemon and bitters.  This really goes from Jekyll to Hyde fast which is a dissapointment from how it starts.,Rare Ayrshire 1975 Signatory CS for Binny's,Signatory,37 yrs,Scotch,1975,Single Malt,N/A,Lowland,350,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3816/Rare-Ayrshire-1975-Signatory-CS-for-Binnys
Fuji,b,Balanced sweetness and wet oak.  Syrup from a mixed fruit bowl and stale sweet wine.  Bitter green apple skin black tea and licorice on palate.  Finish of all spice and cardamom.,Rare Ayrshire 1975 Signatory CS for Binny's,Signatory,37 yrs,Scotch,1975,Single Malt,N/A,Lowland,350,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3816/Rare-Ayrshire-1975-Signatory-CS-for-Binnys
Andy,cplus,n:  Faint.  Wheat bread at best p:  Lemon and white pepper bread dough.  Light on flavor and a tad hot.  Thin mouthfeel.  No finish  ,Royal Brackla 13yr Battlehill,Duncan Taylor,13 yrs,Scotch,N/A,Single Malt,46,Highland,50,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3533/Royal-Brackla-13yr-Battlehill
Andy,b,n:  Fermented white fruits. p:   Intensely floral.  Needs water to delve deeper. Water.  Ahhh.  Vanilla and honeysuckle.  Still intense with water but not hot.  Might be a little better if sweeter on the long finish. A good example of a profile that is getting harder to find. B/B+ ,Royal Lochnagar 2002 Faultline (for K&L),Faultline,10 yrs,Scotch,2002,Single Malt,58.2,Highland,60,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3285/Royal-Lochnagar-2002-Faultline-(for-K-and-L)
Kevin,cplus,N: Apples grapefruitP: Sweet and fruity more grapefruitF: Astringent sour grapefruit throughout.  If I had a larger sample I'd add H20 to see where that takes it.  Edit: Ha just noticed Andy's notes. Perhaps water was the trick.  ,Royal Lochnagar 2002 Faultline (for K&L),Faultline,10 yrs,Scotch,2002,Single Malt,58.2,Highland,60,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3285/Royal-Lochnagar-2002-Faultline-(for-K-and-L)
Andy,b,Cask:  RL/00-12W n:  Caramel and plum candy. p:  Nice flavor but too much water was added.  Flavor is a nice balance of dark fruits and fresh cut wood.  Bit of potpourri.  This could disappear from the bottle fast. B although I'm pretty sure they made this by watering down a B+ or A- ,Royal Lochnagar Distillers Edition,OB,N/A,Scotch,2000,Single Malt,40,Highland,100,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3333/Royal-Lochnagar-Distillers-Edition
Andy,cminus,n:  Chlorine and fabric softening detergent. p:   Bland and blendy.  Hint of new wood.  Zzzzzzzz. C-/C ,Scapa 10 Gordon & MacPhail,Gordon & MacPhail,10 yrs,Scotch,N/A,Single Malt,43,Island,60,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3518/Scapa-10-Gordon-and-MacPhail
Ries,cplus,n: dried pineapple honey (from a plastic bear) green grapes and melon. Fresh linens aspects to this with a tease of smoke. Tropical nose of mixed drinks with umbrellas and suntan lotion. t: white sugar frosting sweet ripe peach and the green melon shows with some light oak influence. Butterscotch in the middle but everything is sorta sweet and a bit flat. Chalky in the finish - with some smoke and a dusting of hot cocoa powder. Nothing too exciting but a soft sweet whisky this is.   [C+/C],Scapa 10 Gordon & MacPhail,Gordon & MacPhail,10 yrs,Scotch,N/A,Single Malt,43,Island,60,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3518/Scapa-10-Gordon-and-MacPhail
